id,mgmtIP,name,subTypeName,fDiscoveryTime,lDiscoveryTime,DeviceID,ManagementIP,DeviceName,DisplayName,DeviceType,DeviceCategory,ClassificationStatus,LikelyNetworkDevice,NameType,IPVersion,IPScope,IPValidation,FirstDiscoveryUTC,LastDiscoveryUTC,DiscoveryRecency,LastDiscoveryAgeHours,DiscoverySpanDays,RawOccurrenceCount,UniquePageCount,FirstPageSeen,LastPageSeen,RepeatedAcrossPages,RequestedSite,SiteFieldPresent,SiteValues,SiteMatchStatus,DataQualityStatus,DataQualityIssues,_identity,_raw_occurrence_count,_unique_page_count,_first_page_seen,_last_page_seen,_repeated_across_pages,_display_name,_device_category,_classification_status,_likely_network_device,_first_last_discovery_span_days,_requested_site,_site_values,_site_match_status
0554ba43-4c0d-4d18-ab9d-08319c1f6ea8,10.254.156.218,AST2-MDFA1-RC1,Opengear Infrastructure Manager,2026-03-20T22:32:13Z,2026-09-09T02:25:02Z,0554ba43-4c0d-4d18-ab9d-08319c1f6ea8,10.254.156.218,AST2-MDFA1-RC1,AST2-MDFA1-RC1,Opengear Infrastructure Manager,Other,CLASSIFIED,NO,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-20T22:32:13Z,2026-09-09T02:25:02Z,WITHIN_24_HOURS,16.1,172.16,50,50,318,367,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:0554ba43-4c0d-4d18-ab9d-08319c1f6ea8,50,50,318,367,YES,AST2-MDFA1-RC1,Other,CLASSIFIED,NO,172.16,DDC1,,UNKNOWN_NO_SITE_FIELD
059a47eb-4263-44a2-af31-39e7f2a847aa,10.12.1.202,ADC21-R212-MSW1,Cisco IOS Switch,2026-05-05T21:51:47Z,2026-09-09T05:25:57Z,059a47eb-4263-44a2-af31-39e7f2a847aa,10.12.1.202,ADC21-R212-MSW1,ADC21-R212-MSW1,Cisco IOS Switch,Switch,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-05-05T21:51:47Z,2026-09-09T05:25:57Z,WITHIN_24_HOURS,13.1,126.32,50,50,203,252,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:059a47eb-4263-44a2-af31-39e7f2a847aa,50,50,203,252,YES,ADC21-R212-MSW1,Switch,CLASSIFIED,YES,126.32,DDC1,,UNKNOWN_NO_SITE_FIELD
05a251d8-39c3-4a69-8304-14c46da67614,10.35.183.131,ASB2-SCRI-MRT2,Cisco Meraki vMX Firewall,2026-06-23T17:56:51Z,2026-09-09T05:29:22Z,05a251d8-39c3-4a69-8304-14c46da67614,10.35.183.131,ASB2-SCRI-MRT2,ASB2-SCRI-MRT2,Cisco Meraki vMX Firewall,Firewall,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-06-23T17:56:51Z,2026-09-09T05:29:22Z,WITHIN_24_HOURS,13.0,77.48,50,50,312,361,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:05a251d8-39c3-4a69-8304-14c46da67614,50,50,312,361,YES,ASB2-SCRI-MRT2,Firewall,CLASSIFIED,YES,77.48,DDC1,,UNKNOWN_NO_SITE_FIELD
05a3b589-ba89-40b7-9c85-d57d46e8980f,10.184.2.114,AUS7-RCK3-ART1,Cisco Router,2026-03-26T21:45:35Z,2026-09-09T03:44:40Z,05a3b589-ba89-40b7-9c85-d57d46e8980f,10.184.2.114,AUS7-RCK3-ART1,AUS7-RCK3-ART1,Cisco Router,Router,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-26T21:45:35Z,2026-09-09T03:44:40Z,WITHIN_24_HOURS,14.8,166.25,50,50,454,503,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:05a3b589-ba89-40b7-9c85-d57d46e8980f,50,50,454,503,YES,AUS7-RCK3-ART1,Router,CLASSIFIED,YES,166.25,DDC1,,UNKNOWN_NO_SITE_FIELD
066e7d1c-e28f-05d8-998d-4d04839e2d4e,10.184.240.114,AUS7-RCK1-AFW1,Palo Alto Firewall,2026-01-20T14:52:46Z,2026-02-26T02:52:02Z,066e7d1c-e28f-05d8-998d-4d04839e2d4e,10.184.240.114,AUS7-RCK1-AFW1,AUS7-RCK1-AFW1,Palo Alto Firewall,Firewall,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-01-20T14:52:46Z,2026-02-26T02:52:02Z,OLDER_THAN_7_DAYS,4695.6,36.5,50,50,450,499,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:066e7d1c-e28f-05d8-998d-4d04839e2d4e,50,50,450,499,YES,AUS7-RCK1-AFW1,Firewall,CLASSIFIED,YES,36.5,DDC1,,UNKNOWN_NO_SITE_FIELD
06a694bc-0d61-44d1-8e80-c7f9c0296edc,10.12.1.237,ADC21-R209-RBK-LSW3,Cisco Nexus Switch,2026-05-05T21:51:48Z,2026-09-09T04:27:31Z,06a694bc-0d61-44d1-8e80-c7f9c0296edc,10.12.1.237,ADC21-R209-RBK-LSW3,ADC21-R209-RBK-LSW3,Cisco Nexus Switch,Switch,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-05-05T21:51:48Z,2026-09-09T04:27:31Z,WITHIN_24_HOURS,14.0,126.27,50,50,198,247,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:06a694bc-0d61-44d1-8e80-c7f9c0296edc,50,50,198,247,YES,ADC21-R209-RBK-LSW3,Switch,CLASSIFIED,YES,126.27,DDC1,,UNKNOWN_NO_SITE_FIELD
075d3320-dc21-553e-db32-47ae3cb3eb28,10.15.0.8,AZW1-PAN-FW3,Palo Alto Firewall,2026-01-20T14:52:38Z,2026-09-09T06:31:22Z,075d3320-dc21-553e-db32-47ae3cb3eb28,10.15.0.8,AZW1-PAN-FW3,AZW1-PAN-FW3,Palo Alto Firewall,Firewall,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-01-20T14:52:38Z,2026-09-09T06:31:22Z,WITHIN_24_HOURS,12.0,231.65,19,19,489,507,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:075d3320-dc21-553e-db32-47ae3cb3eb28,19,19,489,507,YES,AZW1-PAN-FW3,Firewall,CLASSIFIED,YES,231.65,DDC1,,UNKNOWN_NO_SITE_FIELD
079dd77d-ba73-4e01-ad47-9979e44b6db2,10.254.161.237,APH5-MDFA1-AVG1,Cisco Voice Gateway,2026-03-20T22:28:04Z,2026-09-09T03:16:09Z,079dd77d-ba73-4e01-ad47-9979e44b6db2,10.254.161.237,APH5-MDFA1-AVG1,APH5-MDFA1-AVG1,Cisco Voice Gateway,Other,CLASSIFIED,NO,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-20T22:28:04Z,2026-09-09T03:16:09Z,WITHIN_24_HOURS,15.2,172.2,50,50,262,311,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:079dd77d-ba73-4e01-ad47-9979e44b6db2,50,50,262,311,YES,APH5-MDFA1-AVG1,Other,CLASSIFIED,NO,172.2,DDC1,,UNKNOWN_NO_SITE_FIELD
07fe9e5d-0aea-4da4-befa-2b85994cdb89,10.92.9.181,10.92.9.181,Unclassified Device,2026-03-26T17:33:20Z,2026-09-09T03:05:44Z,07fe9e5d-0aea-4da4-befa-2b85994cdb89,10.92.9.181,10.92.9.181,10.92.9.181,Unclassified Device,Unclassified,UNCLASSIFIED,NO,IP_ADDRESS,IPv4,Private,VALID,2026-03-26T17:33:20Z,2026-09-09T03:05:44Z,WITHIN_24_HOURS,15.4,166.4,50,50,109,158,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,UNCLASSIFIED_DEVICE;REPEATED_API_RECORD;NO_SITE_FIELD,id:07fe9e5d-0aea-4da4-befa-2b85994cdb89,50,50,109,158,YES,10.92.9.181,Unclassified,UNCLASSIFIED,NO,166.4,DDC1,,UNKNOWN_NO_SITE_FIELD
08fe3f1f-165e-474d-9336-95b19c7e7cef,10.184.2.137,ARL1-MDFA1-ART1,Cisco Router,2026-03-26T21:45:39Z,2026-09-09T01:39:10Z,08fe3f1f-165e-474d-9336-95b19c7e7cef,10.184.2.137,ARL1-MDFA1-ART1,ARL1-MDFA1-ART1,Cisco Router,Router,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-26T21:45:39Z,2026-09-09T01:39:10Z,WITHIN_24_HOURS,16.8,166.16,50,50,268,317,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:08fe3f1f-165e-474d-9336-95b19c7e7cef,50,50,268,317,YES,ARL1-MDFA1-ART1,Router,CLASSIFIED,YES,166.16,DDC1,,UNKNOWN_NO_SITE_FIELD
091d6bf2-c8d4-4916-cc57-d1a26d29bee8,10.15.0.9,AZW1-PAN-FW4,Palo Alto Firewall,2026-01-20T14:52:36Z,2026-09-09T06:31:22Z,091d6bf2-c8d4-4916-cc57-d1a26d29bee8,10.15.0.9,AZW1-PAN-FW4,AZW1-PAN-FW4,Palo Alto Firewall,Firewall,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-01-20T14:52:36Z,2026-09-09T06:31:22Z,WITHIN_24_HOURS,12.0,231.65,18,18,490,507,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:091d6bf2-c8d4-4916-cc57-d1a26d29bee8,18,18,490,507,YES,AZW1-PAN-FW4,Firewall,CLASSIFIED,YES,231.65,DDC1,,UNKNOWN_NO_SITE_FIELD
092f983f-5e14-4eb7-a271-f26fd5701f87,10.128.81.29,10.128.81.29,Unclassified Device,2026-03-27T00:06:38Z,2026-09-09T02:14:45Z,092f983f-5e14-4eb7-a271-f26fd5701f87,10.128.81.29,10.128.81.29,10.128.81.29,Unclassified Device,Unclassified,UNCLASSIFIED,NO,IP_ADDRESS,IPv4,Private,VALID,2026-03-27T00:06:38Z,2026-09-09T02:14:45Z,WITHIN_24_HOURS,16.3,166.09,7,7,1,7,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,UNCLASSIFIED_DEVICE;REPEATED_API_RECORD;NO_SITE_FIELD,id:092f983f-5e14-4eb7-a271-f26fd5701f87,7,7,1,7,YES,10.128.81.29,Unclassified,UNCLASSIFIED,NO,166.09,DDC1,,UNKNOWN_NO_SITE_FIELD
095a3952-3f2b-468c-bd7e-365c144f4eb5,10.92.1.17,10.92.1.17,Unclassified Device,2026-03-26T17:55:42Z,2026-09-09T02:32:29Z,095a3952-3f2b-468c-bd7e-365c144f4eb5,10.92.1.17,10.92.1.17,10.92.1.17,Unclassified Device,Unclassified,UNCLASSIFIED,NO,IP_ADDRESS,IPv4,Private,VALID,2026-03-26T17:55:42Z,2026-09-09T02:32:29Z,WITHIN_24_HOURS,16.0,166.36,50,50,74,123,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,UNCLASSIFIED_DEVICE;REPEATED_API_RECORD;NO_SITE_FIELD,id:095a3952-3f2b-468c-bd7e-365c144f4eb5,50,50,74,123,YES,10.92.1.17,Unclassified,UNCLASSIFIED,NO,166.36,DDC1,,UNKNOWN_NO_SITE_FIELD
096c8c0b-b172-4bb7-9b9b-330bb6ec82ec,10.12.162.226,10.12.162.226,Unclassified Device,2026-06-24T03:10:37Z,2026-09-09T01:19:16Z,096c8c0b-b172-4bb7-9b9b-330bb6ec82ec,10.12.162.226,10.12.162.226,10.12.162.226,Unclassified Device,Unclassified,UNCLASSIFIED,NO,IP_ADDRESS,IPv4,Private,VALID,2026-06-24T03:10:37Z,2026-09-09T01:19:16Z,WITHIN_24_HOURS,17.2,76.92,7,7,1,7,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,UNCLASSIFIED_DEVICE;REPEATED_API_RECORD;NO_SITE_FIELD,id:096c8c0b-b172-4bb7-9b9b-330bb6ec82ec,7,7,1,7,YES,10.12.162.226,Unclassified,UNCLASSIFIED,NO,76.92,DDC1,,UNKNOWN_NO_SITE_FIELD
09aad21c-3863-4f09-bac1-72461fa3220b,10.255.20.29,ATL1-MDFA1-RC1,Opengear Infrastructure Manager,2026-07-21T19:22:34Z,2026-09-09T01:30:45Z,09aad21c-3863-4f09-bac1-72461fa3220b,10.255.20.29,ATL1-MDFA1-RC1,ATL1-MDFA1-RC1,Opengear Infrastructure Manager,Other,CLASSIFIED,NO,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-07-21T19:22:34Z,2026-09-09T01:30:45Z,WITHIN_24_HOURS,17.0,49.26,50,50,338,387,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:09aad21c-3863-4f09-bac1-72461fa3220b,50,50,338,387,YES,ATL1-MDFA1-RC1,Other,CLASSIFIED,NO,49.26,DDC1,,UNKNOWN_NO_SITE_FIELD
0a2e15f3-941f-473d-a50d-b40f3226f8e2,10.86.34.5,ARL4-MDFB1-ASW1,Cisco IOS Switch,2026-03-27T01:08:41Z,2026-09-09T05:43:00Z,0a2e15f3-941f-473d-a50d-b40f3226f8e2,10.86.34.5,ARL4-MDFB1-ASW1,ARL4-MDFB1-ASW1,Cisco IOS Switch,Switch,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-27T01:08:41Z,2026-09-09T05:43:00Z,WITHIN_24_HOURS,12.8,166.19,50,50,277,326,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:0a2e15f3-941f-473d-a50d-b40f3226f8e2,50,50,277,326,YES,ARL4-MDFB1-ASW1,Switch,CLASSIFIED,YES,166.19,DDC1,,UNKNOWN_NO_SITE_FIELD
0a784884-3680-4d6f-8cd0-d183ce4fae5f,10.87.21.9,AUS4-IDFA1-ASW2,Cisco IOS Switch,2026-03-26T21:49:29Z,2026-09-09T03:59:37Z,0a784884-3680-4d6f-8cd0-d183ce4fae5f,10.87.21.9,AUS4-IDFA1-ASW2,AUS4-IDFA1-ASW2,Cisco IOS Switch,Switch,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-26T21:49:29Z,2026-09-09T03:59:37Z,WITHIN_24_HOURS,14.5,166.26,50,50,429,478,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:0a784884-3680-4d6f-8cd0-d183ce4fae5f,50,50,429,478,YES,AUS4-IDFA1-ASW2,Switch,CLASSIFIED,YES,166.26,DDC1,,UNKNOWN_NO_SITE_FIELD
0adc04b2-2443-4181-8359-e2679eba8a6a,10.160.10.34,10.160.10.34,Unclassified Device,2026-03-26T20:21:06Z,2026-09-09T04:30:07Z,0adc04b2-2443-4181-8359-e2679eba8a6a,10.160.10.34,10.160.10.34,10.160.10.34,Unclassified Device,Unclassified,UNCLASSIFIED,NO,IP_ADDRESS,IPv4,Private,VALID,2026-03-26T20:21:06Z,2026-09-09T04:30:07Z,WITHIN_24_HOURS,14.0,166.34,37,37,8,44,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,UNCLASSIFIED_DEVICE;REPEATED_API_RECORD;NO_SITE_FIELD,id:0adc04b2-2443-4181-8359-e2679eba8a6a,37,37,8,44,YES,10.160.10.34,Unclassified,UNCLASSIFIED,NO,166.34,DDC1,,UNKNOWN_NO_SITE_FIELD
0b61f777-b3cd-4b62-aff4-a3bf5958c4b8,10.87.1.248,AUS3-IDFA1-ASW5,Cisco IOS Switch,2026-03-26T21:49:24Z,2026-09-09T03:05:55Z,0b61f777-b3cd-4b62-aff4-a3bf5958c4b8,10.87.1.248,AUS3-IDFA1-ASW5,AUS3-IDFA1-ASW5,Cisco IOS Switch,Switch,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-03-26T21:49:24Z,2026-09-09T03:05:55Z,WITHIN_24_HOURS,15.4,166.22,50,50,414,463,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:0b61f777-b3cd-4b62-aff4-a3bf5958c4b8,50,50,414,463,YES,AUS3-IDFA1-ASW5,Switch,CLASSIFIED,YES,166.22,DDC1,,UNKNOWN_NO_SITE_FIELD
0cbca48c-9aab-4696-9d6e-d015c54808a0,10.12.1.230,ADC21-FW-EDG01,Palo Alto Firewall,2026-06-23T15:13:53Z,2026-08-10T03:15:20Z,0cbca48c-9aab-4696-9d6e-d015c54808a0,10.12.1.230,ADC21-FW-EDG01,ADC21-FW-EDG01,Palo Alto Firewall,Firewall,CLASSIFIED,YES,HOSTNAME_OR_LABEL,IPv4,Private,VALID,2026-06-23T15:13:53Z,2026-08-10T03:15:20Z,OLDER_THAN_7_DAYS,735.2,47.5,50,50,159,208,YES,DDC1,NO,,UNKNOWN_NO_SITE_FIELD,REVIEW_REQUIRED,REPEATED_API_RECORD;NO_SITE_FIELD,id:0cbca48c-9aab-4696-9d6e-d015c54808a0,50,50,159,208,YES,ADC21-FW-EDG01,Firewall,CLASSIFIED,YES,47.5,DDC1,,UNKNOWN_NO_SITE_FIELD
